Fund Holdings as of,"05/Apr/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"FARO","FARO TECHNOLOGIES INC","Equity","0.02","89.75","9,650.00","866,087.50","866,087.50","Information Technology","US3116421021","NASDAQ","United States","USD"
"TTEC","TTEC HOLDINGS INC","Equity","0.02","105.67","8,184.00","864,803.28","864,803.28","Information Technology","US89854H1023","NASDAQ","United States","USD"
"PHM","PHARMA MAR SA","Equity","0.02","115.15","7,504.00","864,110.81","864,110.81","Health Care","ES0169501022","Bolsa De Madrid","Spain","EUR"
"6432","TAKEUCHI MFG LTD","Equity","0.02","27.69","31,200.00","864,030.51","864,030.51","Industrials","JP3462660006","Tokyo Stock Exchange","Japan","JPY"
"NKLA","NIKOLA","Equity","0.02","12.83","67,250.00","862,817.50","862,817.50","Industrials","US6541101050","NASDAQ","United States","USD"
"SRCE","1ST SOURCE CORP","Equity","0.02","47.47","18,164.00","862,245.08","862,245.08","Financials","US3369011032","NASDAQ","United States","USD"
"1820","NISHIMATSU CONSTRUCTION LTD","Equity","0.02","25.51","33,800.00","862,071.09","862,071.09","Industrials","JP3659200004","Tokyo Stock Exchange","Japan","JPY"
"SAA1V","SANOMA","Equity","0.02","17.30","49,789.00","861,180.47","861,180.47","Communication","FI0009007694","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"1721","COMSYS HOLDINGS CORP","Equity","0.02","30.83","27,900.00","860,039.95","860,039.95","Industrials","JP3305530002","Tokyo Stock Exchange","Japan","JPY"
"OTTR","OTTER TAIL CORP","Equity","0.02","46.55","18,470.00","859,778.50","859,778.50","Utilities","US6896481032","NASDAQ","United States","USD"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Equity","0.02","53.47","16,067.00","859,102.49","859,102.49","Utilities","US66765N1054","New York Stock Exchange Inc.","United States","USD"
"ALG","ALAMO GROUP INC","Equity","0.02","160.32","5,356.00","858,673.92","858,673.92","Industrials","US0113111076","New York Stock Exchange Inc.","United States","USD"
"DMGT","DAILY MAIL AND GENERAL TRUST NON V","Equity","0.02","12.37","69,425.00","858,455.05","858,455.05","Communication","GB00BJQZC279","London Stock Exchange","United Kingdom","GBP"
"7730","MANI INC","Equity","0.02","25.38","33,800.00","857,774.55","857,774.55","Health Care","JP3869920003","Tokyo Stock Exchange","Japan","JPY"
"DCPH","DECIPHERA PHARMACEUTICALS INC","Equity","0.02","46.04","18,585.00","855,653.40","855,653.40","Health Care","US24344T1016","NASDAQ","United States","USD"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Equity","0.02","14.47","59,133.00","855,654.51","855,654.51","Industrials","US6247581084","New York Stock Exchange Inc.","United States","USD"
"TROX","TRONOX HOLDINGS PLC","Equity","0.02","20.52","41,684.00","855,355.68","855,355.68","Materials","GB00BJT16S69","New York Stock Exchange Inc.","United States","USD"
"8086","NIPRO CORP","Equity","0.02","12.03","71,100.00","855,382.03","855,382.03","Health Care","JP3673600007","Tokyo Stock Exchange","Japan","JPY"
"DNLM","DUNELM GROUP PLC","Equity","0.02","18.37","46,579.00","855,526.13","855,526.13","Consumer Discretionary","GB00B1CKQ739","London Stock Exchange","United Kingdom","GBP"
"4043","TOKUYAMA CORP","Equity","0.02","25.90","33,000.00","854,850.86","854,850.86","Materials","JP3625000009","Tokyo Stock Exchange","Japan","JPY"
"MCY","MERCURY GENERAL CORP","Equity","0.02","61.59","13,884.00","855,115.56","855,115.56","Financials","US5894001008","New York Stock Exchange Inc.","United States","USD"
"JUP","JUPITER FUND MANAGEMENT PLC","Equity","0.02","4.01","213,204.00","854,876.42","854,876.42","Financials","GB00B53P2009","London Stock Exchange","United Kingdom","GBP"
"BURE","BURE EQUITY","Equity","0.02","35.91","23,798.00","854,509.23","854,509.23","Financials","SE0000195810","Nasdaq Omx Nordic","Sweden","SEK"
"TGYM","TECHNOGYM","Equity","0.02","11.88","71,921.00","854,499.84","854,499.84","Consumer Discretionary","IT0005162406","Borsa Italiana","Italy","EUR"
"551","YUE YUEN INDUSTRIAL (HOLDINGS) LTD","Equity","0.02","2.51","341,000.00","854,276.09","854,276.09","Consumer Discretionary","BMG988031446","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"MBUU","MALIBU BOATS CLASS A INC","Equity","0.02","83.08","10,278.00","853,896.24","853,896.24","Consumer Discretionary","US56117J1007","NASDAQ","United States","USD"
"ONEM","1LIFE HEALTHCARE INC","Equity","0.02","40.61","21,029.00","853,987.69","853,987.69","Health Care","US68269G1076","NASDAQ","United States","USD"
"GFF","GRIFFON CORP","Equity","0.02","27.96","30,544.00","854,010.24","854,010.24","Industrials","US3984331021","New York Stock Exchange Inc.","United States","USD"
"ICFI","ICF INTERNATIONAL INC","Equity","0.02","91.85","9,297.00","853,929.45","853,929.45","Industrials","US44925C1036","NASDAQ","United States","USD"
"MYCR","MYCRONIC","Equity","0.02","26.61","32,053.00","852,887.34","852,887.34","Information Technology","SE0000375115","Nasdaq Omx Nordic","Sweden","SEK"
"J85","CDL HOSPITALITY REIT UNITS","Equity","0.02","0.95","893,029.00","851,834.80","851,834.80","Real Estate","SG1T66931158","Singapore Exchange","Singapore","SGD"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","Equity","0.02","245.86","3,466.00","852,150.76","852,150.76","Financials","US92828Q1094","NASDAQ","United States","USD"
"GVS","GVS","Equity","0.02","16.14","52,731.00","851,096.69","851,096.69","Health Care","IT0005411209","Borsa Italiana","Italy","EUR"
"OCI","OCI NV","Equity","0.02","21.73","39,161.00","851,079.63","851,079.63","Materials","NL0010558797","Euronext Amsterdam","Netherlands","EUR"
"8698","MONEX GROUP INC","Equity","0.02","9.05","94,000.00","850,937.49","850,937.49","Financials","JP3869970008","Tokyo Stock Exchange","Japan","JPY"
"BOOT","BOOT BARN HOLDINGS INC","Equity","0.02","62.92","13,521.00","850,741.32","850,741.32","Consumer Discretionary","US0994061002","New York Stock Exchange Inc.","United States","USD"
"GIMB","GIMV NV","Equity","0.02","61.23","13,875.00","849,624.73","849,624.73","Financials","BE0003699130","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"CYTK","CYTOKINETICS INC","Equity","0.02","25.13","33,796.00","849,293.48","849,293.48","Health Care","US23282W6057","NASDAQ","United States","USD"
"5393","NICHIAS CORP","Equity","0.02","25.61","33,100.00","847,824.03","847,824.03","Industrials","JP3660400007","Tokyo Stock Exchange","Japan","JPY"
"IHP","INTEGRAFIN HOLDINGS","Equity","0.02","7.13","118,895.00","847,408.12","847,408.12","Financials","GB00BD45SH49","London Stock Exchange","United Kingdom","GBP"
"TWO","TWO HARBORS INVESTMENT REIT CORP","Equity","0.02","7.39","114,683.00","847,507.37","847,507.37","Financials","US90187B4086","New York Stock Exchange Inc.","United States","USD"
"APE","EAGERS AUTOMOTIVE LTD","Equity","0.02","10.72","78,978.00","846,675.20","846,675.20","Consumer Discretionary","AU000000APE3","Asx - All Markets","Australia","AUD"
"STRS","STRAUSS GROUP LTD","Equity","0.02","27.65","30,600.00","845,967.91","845,967.91","Consumer Staples","IL0007460160","Tel Aviv Stock Exchange","Israel","ILS"
"MEI","METHODE ELECTRONICS INC","Equity","0.02","44.69","18,915.00","845,311.35","845,311.35","Information Technology","US5915202007","New York Stock Exchange Inc.","United States","USD"
"CAPC","CAPITAL & COUNTIES PROPERTIES PLC","Equity","0.02","2.40","351,355.00","844,996.42","844,996.42","Real Estate","GB00B62G9D36","London Stock Exchange","United Kingdom","GBP"
"NHF","NIB HOLDINGS LTD","Equity","0.02","4.01","210,774.00","844,522.10","844,522.10","Financials","AU000000NHF0","Asx - All Markets","Australia","AUD"
"VII","SEVEN GENERATIONS ENERGY LTD CLASS","Equity","0.02","6.93","121,798.00","844,515.43","844,515.43","Energy","CA81783Q1054","Toronto Stock Exchange","Canada","CAD"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","Equity","0.02","13.50","62,536.00","844,236.00","844,236.00","Financials","US14057J1016","NASDAQ","United States","USD"
"LNZ","LENZING AG","Equity","0.02","131.43","6,421.00","843,946.00","843,946.00","Materials","AT0000644505","Wiener Boerse Ag","Austria","EUR"
"HMSO","HAMMERSON REIT PLC","Equity","0.02","0.47","1,795,659.00","843,740.96","843,740.96","Real Estate","GB00BK7YQK64","London Stock Exchange","United Kingdom","GBP"
"2607","FUJI OIL HOLDINGS INC","Equity","0.02","26.96","31,300.00","843,779.91","843,779.91","Consumer Staples","JP3816400000","Tokyo Stock Exchange","Japan","JPY"
"ZO1","ZOOPLUS AG","Equity","0.02","296.38","2,847.00","843,789.08","843,789.08","Consumer Discretionary","DE0005111702","Xetra","Germany","EUR"
"GEF","GREIF INC CLASS A","Equity","0.02","58.00","14,541.00","843,378.00","843,378.00","Materials","US3976241071","New York Stock Exchange Inc.","United States","USD"
"SJW","SJW GROUP","Equity","0.02","64.00","13,168.00","842,752.00","842,752.00","Utilities","US7843051043","New York Stock Exchange Inc.","United States","USD"
"TCN","TRICON RESIDENTIAL INC","Equity","0.02","10.51","80,173.00","842,813.98","842,813.98","Real Estate","CA89612W1023","Toronto Stock Exchange","Canada","CAD"
"FTK","FLATEXDEGIRO N AG","Equity","0.02","98.16","8,581.00","842,341.17","842,341.17","Financials","DE000FTG1111","Xetra","Germany","EUR"
"GTN","GRAY TELEVISION INC","Equity","0.02","19.24","43,787.00","842,461.88","842,461.88","Communication","US3893751061","New York Stock Exchange Inc.","United States","USD"
"HMN","ASCOTT RESIDENCE TRUST STAPLED UNI","Equity","0.02","0.81","1,036,022.00","841,541.08","841,541.08","Real Estate","SGXC16332337","Singapore Exchange","Singapore","SGD"
"ELD","ELDORADO GOLD CORP","Equity","0.02","11.24","74,710.00","839,693.01","839,693.01","Materials","CA2849025093","Toronto Stock Exchange","Canada","CAD"
"LEVI","LEVI STRAUSS CLASS A","Equity","0.02","24.22","34,667.00","839,634.74","839,634.74","Consumer Discretionary","US52736R1023","New York Stock Exchange Inc.","United States","USD"
"JELD","JELD WEN HOLDING INC","Equity","0.02","28.12","29,868.00","839,888.16","839,888.16","Industrials","US47580P1030","New York Stock Exchange Inc.","United States","USD"
"VSVS","VESUVIUS PLC","Equity","0.02","7.49","112,105.00","839,509.11","839,509.11","Industrials","GB00B82YXW83","London Stock Exchange","United Kingdom","GBP"
"VLK","VAN LANSCHOT KEMPEN NV","Equity","0.02","28.08","29,824.00","837,470.74","837,470.74","Financials","NL0000302636","Euronext Amsterdam","Netherlands","EUR"
"STG","SCANDINAVIAN TOBACCO GROUP","Equity","0.02","19.30","43,388.00","837,574.29","837,574.29","Consumer Staples","DK0060696300","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"PAGP","PLAINS GP HOLDINGS CLASS A","Equity","0.02","9.26","90,421.00","837,298.46","837,298.46","Energy","US72651A2078","NASDAQ","United States","USD"
"KFRC","KFORCE INC","Equity","0.02","54.47","15,362.00","836,768.14","836,768.14","Industrials","US4937321010","NASDAQ","United States","USD"
"INE","INNERGEX RENEWABLE ENERGY INC","Equity","0.02","17.53","47,653.00","835,550.07","835,550.07","Utilities","CA45790B1040","Toronto Stock Exchange","Canada","CAD"
"BDN","BRANDYWINE REALTY TRUST REIT","Equity","0.02","13.10","63,745.00","835,059.50","835,059.50","Real Estate","US1053682035","New York Stock Exchange Inc.","United States","USD"
"CGNT","COGNYTE SOFTWARE LTD","Equity","0.02","27.05","30,836.00","834,113.80","834,113.80","Information Technology","IL0011691438","NASDAQ","Israel","USD"
"4974","TAKARA BIO INC","Equity","0.02","26.98","30,900.00","833,557.91","833,557.91","Health Care","JP3460200003","Tokyo Stock Exchange","Japan","JPY"
"9519","RENOVA INC","Equity","0.02","29.78","28,000.00","833,885.69","833,885.69","Utilities","JP3981200003","Tokyo Stock Exchange","Japan","JPY"
"4203","SUMITOMO BAKELITE LTD","Equity","0.02","41.86","19,900.00","832,968.63","832,968.63","Materials","JP3409400003","Tokyo Stock Exchange","Japan","JPY"
"KPG","KIWI PROPERTY GROUP LTD","Equity","0.02","0.87","957,941.00","831,915.72","831,915.72","Real Estate","NZKPGE0001S9","New Zealand Exchange Ltd","New Zealand","NZD"
"SZG","SALZGITTER AG","Equity","0.02","31.62","26,296.00","831,478.99","831,478.99","Materials","DE0006202005","Xetra","Germany","EUR"
"1963","JGC HOLDINGS CORP","Equity","0.02","12.31","67,500.00","831,070.96","831,070.96","Industrials","JP3667600005","Tokyo Stock Exchange","Japan","JPY"
"QCRH","QCR HOLDINGS INC","Equity","0.02","48.57","17,091.00","830,109.87","830,109.87","Financials","US74727A1043","NASDAQ","United States","USD"
"AP.UN","ALLIED PROPERTIES REAL ESTATE INVT","Equity","0.02","32.62","25,435.00","829,784.24","829,784.24","Real Estate","CA0194561027","Toronto Stock Exchange","Canada","CAD"
"P40U","STARHILL GLOBAL REIT UNITS TRUST","Equity","0.02","0.43","1,919,620.00","829,703.85","829,703.85","Real Estate","SG1S18926810","Singapore Exchange","Singapore","SGD"
"OEC","ORION ENGINEERED CARBONS SA","Equity","0.02","20.10","41,247.00","829,064.70","829,064.70","Materials","LU1092234845","New York Stock Exchange Inc.","United States","USD"
"MTRS","MUNTERS GROUP","Equity","0.02","8.63","96,063.00","828,694.93","828,694.93","Industrials","SE0009806607","Nasdaq Omx Nordic","Sweden","SEK"
"RAD","RITE AID CORP","Equity","0.02","22.18","37,341.00","828,223.38","828,223.38","Consumer Staples","US7677548726","New York Stock Exchange Inc.","United States","USD"
"TBK","TRIUMPH BANCORP INC","Equity","0.02","92.49","8,958.00","828,525.42","828,525.42","Financials","US89679E3009","NASDAQ","United States","USD"
"1861","KUMAGAI LTD","Equity","0.02","27.42","30,200.00","828,110.95","828,110.95","Industrials","JP3266800006","Tokyo Stock Exchange","Japan","JPY"
"2004","SHOWA SANGYO LTD","Equity","0.02","28.06","29,500.00","827,666.05","827,666.05","Consumer Staples","JP3366400004","Tokyo Stock Exchange","Japan","JPY"
"SCSC","SCANSOURCE INC","Equity","0.02","31.04","26,663.00","827,619.52","827,619.52","Information Technology","US8060371072","NASDAQ","United States","USD"
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","Equity","0.02","96.83","8,543.00","827,218.69","827,218.69","Financials","US38267D1090","NASDAQ","United States","USD"
"FBK","FB FINANCIAL CORP","Equity","0.02","44.69","18,513.00","827,345.97","827,345.97","Financials","US30257X1046","New York Stock Exchange Inc.","United States","USD"
"REG1V","REVENIO GROUP","Equity","0.02","60.76","13,613.00","827,156.85","827,156.85","Health Care","FI0009010912","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"2432","DENA LTD","Equity","0.02","20.08","41,200.00","827,104.92","827,104.92","Communication","JP3548610009","Tokyo Stock Exchange","Japan","JPY"
"6287","SATO HOLDINGS CORP","Equity","0.02","25.29","32,700.00","826,889.73","826,889.73","Industrials","JP3321400008","Tokyo Stock Exchange","Japan","JPY"
"DK","DELEK US HOLDINGS INC","Equity","0.02","22.76","36,278.00","825,687.28","825,687.28","Energy","US24665A1034","New York Stock Exchange Inc.","United States","USD"
"9003","SOTETSU HOLDINGS INC","Equity","0.02","22.56","36,600.00","825,813.77","825,813.77","Industrials","JP3316400005","Tokyo Stock Exchange","Japan","JPY"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","Equity","0.02","28.16","29,298.00","825,031.68","825,031.68","Real Estate","US35086T1097","New York Stock Exchange Inc.","United States","USD"
"NNI","NELNET INC CLASS A","Equity","0.02","74.63","11,054.00","824,960.02","824,960.02","Financials","US64031N1081","New York Stock Exchange Inc.","United States","USD"
"MSEX","MIDDLESEX WATER","Equity","0.02","79.79","10,327.00","823,991.33","823,991.33","Utilities","US5966801087","NASDAQ","United States","USD"
"9830","TRUSCO NAKAYAMA CORP","Equity","0.02","26.30","31,300.00","823,317.75","823,317.75","Industrials","JP3635500006","Tokyo Stock Exchange","Japan","JPY"
"WDR","WADDELL AND REED FINANCIAL INC CLA","Equity","0.02","25.17","32,721.00","823,587.57","823,587.57","Financials","US9300591008","New York Stock Exchange Inc.","United States","USD"
"SGKN","ST.GALLER KANTONALBANK AG","Equity","0.02","460.00","1,789.00","822,945.73","822,945.73","Financials","CH0011484067","SIX Swiss Exchange","Switzerland","CHF"
"CCS","CENTURY COMMUNITIES INC","Equity","0.02","64.43","12,775.00","823,093.25","823,093.25","Consumer Discretionary","US1565043007","New York Stock Exchange Inc.","United States","USD"
"ATA","ATS AUTOMATION TOOLING SYSTEMS INC","Equity","0.02","21.98","37,393.00","822,027.69","822,027.69","Industrials","CA0019401052","Toronto Stock Exchange","Canada","CAD"
"RUS","RUSSEL METALS INC","Equity","0.02","21.39","38,393.00","821,316.08","821,316.08","Industrials","CA7819036046","Toronto Stock Exchange","Canada","CAD"
"5214","NIPPON ELECTRIC GLASS LTD","Equity","0.02","24.05","34,100.00","820,183.41","820,183.41","Information Technology","JP3733400000","Tokyo Stock Exchange","Japan","JPY"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Equity","0.02","45.91","17,838.00","818,942.58","818,942.58","Information Technology","US1263491094","NASDAQ","United States","USD"
"6473","JTEKT CORP","Equity","0.02","10.26","79,700.00","817,732.78","817,732.78","Consumer Discretionary","JP3292200007","Tokyo Stock Exchange","Japan","JPY"
"4401","ADEKA CORP","Equity","0.02","21.41","38,200.00","817,865.35","817,865.35","Materials","JP3114800000","Tokyo Stock Exchange","Japan","JPY"
"J91U","ESR-REIT","Equity","0.02","0.30","2,743,704.00","817,856.47","817,856.47","Real Estate","SG1T70931228","Singapore Exchange","Singapore","SGD"
"BANF","BANCFIRST CORP","Equity","0.02","71.59","11,398.00","815,982.82","815,982.82","Financials","US05945F1030","NASDAQ","United States","USD"
"BAP","BAPCOR LTD","Equity","0.02","5.69","143,429.00","815,967.01","815,967.01","Consumer Discretionary","AU000000BAP9","Asx - All Markets","Australia","AUD"
"6028","TECHNOPRO HOLDINGS INC","Equity","0.02","80.72","10,100.00","815,263.09","815,263.09","Industrials","JP3545240008","Tokyo Stock Exchange","Japan","JPY"
"CRON","CRONOS GROUP INC","Equity","0.02","9.35","87,120.00","814,934.06","814,934.06","Health Care","CA22717L1013","Toronto Stock Exchange","Canada","CAD"
"5631","JAPAN STEEL WORKS LTD","Equity","0.02","24.24","33,600.00","814,563.94","814,563.94","Industrials","JP3721400004","Tokyo Stock Exchange","Japan","JPY"
"CF","CANACCORD GENUITY GROUP INC","Equity","0.02","9.45","86,215.00","814,732.96","814,732.96","Financials","CA1348011091","Toronto Stock Exchange","Canada","CAD"
"7004","HITACHI ZOSEN CORP","Equity","0.02","7.88","103,200.00","813,343.62","813,343.62","Industrials","JP3789000001","Tokyo Stock Exchange","Japan","JPY"
"3697","SHIFT INC","Equity","0.02","121.40","6,700.00","813,356.34","813,356.34","Information Technology","JP3355400007","Tokyo Stock Exchange","Japan","JPY"
"8153","MOS FOOD SERVICES INC","Equity","0.02","29.65","27,400.00","812,284.92","812,284.92","Consumer Discretionary","JP3922400001","Tokyo Stock Exchange","Japan","JPY"
"HSBFT","CASH COLLATERAL EUR HSBFT","Cash Collateral and Margins","0.02","117.98","688,000.00","811,736.80","811,736.80","Cash and/or Derivatives","-","-","European Union","EUR"
"FLS","FLSMIDTH AND CO.","Equity","0.02","38.56","21,042.00","811,400.19","811,400.19","Industrials","DK0010234467","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"RLGY","REALOGY HOLDINGS CORP","Equity","0.02","15.72","51,606.00","811,246.32","811,246.32","Real Estate","US75605Y1064","New York Stock Exchange Inc.","United States","USD"
"9934","INABA DENKISANGYO LTD","Equity","0.02","24.26","33,400.00","810,321.88","810,321.88","Industrials","JP3146200005","Tokyo Stock Exchange","Japan","JPY"
"1719","HAZAMA ANDO CORP","Equity","0.02","8.00","101,300.00","810,326.42","810,326.42","Industrials","JP3767810009","Tokyo Stock Exchange","Japan","JPY"
"SYDB","SYDBANK","Equity","0.02","27.11","29,881.00","810,028.54","810,028.54","Financials","DK0010311471","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"PLS","PILBARA MINERALS LTD","Equity","0.02","0.83","976,066.00","809,788.52","809,788.52","Materials","AU000000PLS0","Asx - All Markets","Australia","AUD"
"PHR","PHREESIA INC","Equity","0.02","55.19","14,672.00","809,747.68","809,747.68","Health Care","US71944F1066","New York Stock Exchange Inc.","United States","USD"
"GMS","GMS INC","Equity","0.02","41.21","19,610.00","808,128.10","808,128.10","Industrials","US36251C1036","New York Stock Exchange Inc.","United States","USD"
"SAE","SHUFERSAL LTD","Equity","0.02","8.29","97,212.00","806,257.18","806,257.18","Consumer Staples","IL0007770378","Tel Aviv Stock Exchange","Israel","ILS"
"CRST","CREST NICHOLSON HOLDINGS PLC","Equity","0.02","5.72","140,978.00","806,191.80","806,191.80","Consumer Discretionary","GB00B8VZXT93","London Stock Exchange","United Kingdom","GBP"
"ABIO","ALBIOMA SA","Equity","0.02","50.24","16,042.00","805,918.20","805,918.20","Utilities","FR0000060402","Nyse Euronext - Euronext Paris","France","EUR"
"PBF","PBF ENERGY INC CLASS A","Equity","0.02","15.07","53,421.00","805,054.47","805,054.47","Energy","US69318G1067","New York Stock Exchange Inc.","United States","USD"
"SITC","SITE CENTERS CORP","Equity","0.02","13.78","58,413.00","804,931.14","804,931.14","Real Estate","US82981J1097","New York Stock Exchange Inc.","United States","USD"
"EVH","EVOLENT HEALTH INC CLASS A","Equity","0.02","20.77","38,747.00","804,775.19","804,775.19","Health Care","US30050B1017","New York Stock Exchange Inc.","United States","USD"
"ALHE","ALONY-HETZ PROPERTIES AND INVESTME","Equity","0.02","12.69","63,384.00","804,341.18","804,341.18","Real Estate","IL0003900136","Tel Aviv Stock Exchange","Israel","ILS"
"MGNS","MORGAN SINDALL GROUP PLC","Equity","0.02","24.76","32,453.00","803,478.42","803,478.42","Industrials","GB0008085614","London Stock Exchange","United Kingdom","GBP"
"NOEJ","NORMA GROUP","Equity","0.02","48.99","16,408.00","803,784.80","803,784.80","Industrials","DE000A1H8BV3","Xetra","Germany","EUR"
"7013","IHI CORP","Equity","0.02","19.98","40,200.00","803,014.48","803,014.48","Industrials","JP3134800006","Tokyo Stock Exchange","Japan","JPY"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Equity","0.02","102.63","7,821.00","802,669.23","802,669.23","Financials","US3131483063","New York Stock Exchange Inc.","United States","USD"
"PBH","POINTSBET HOLDINGS LTD","Equity","0.02","9.93","80,799.00","801,942.76","801,942.76","Consumer Discretionary","AU0000047797","Asx - All Markets","Australia","AUD"
"4665","DUSKIN LTD","Equity","0.02","25.60","31,300.00","801,150.41","801,150.41","Industrials","JP3505900005","Tokyo Stock Exchange","Japan","JPY"
"PRIM","PRIMORIS SERVICES CORP","Equity","0.02","34.62","23,113.00","800,172.06","800,172.06","Industrials","US74164F1030","NASDAQ","United States","USD"
"MDC","MEDICLINIC INTERNATIONAL PLC","Equity","0.02","3.93","203,621.00","799,477.76","799,477.76","Health Care","GB00B8HX8Z88","London Stock Exchange","United Kingdom","GBP"
"PBB","DEUTSCHE PFANDBRIEFBANK AG","Equity","0.02","12.07","66,213.00","799,182.00","799,182.00","Financials","DE0008019001","Xetra","Germany","EUR"
"GCP","GCP APPLIED TECHNOLOGIES INC","Equity","0.02","25.51","31,328.00","799,177.28","799,177.28","Materials","US36164Y1010","New York Stock Exchange Inc.","United States","USD"
"7211","MITSUBISHI MOTORS CORP","Equity","0.02","2.83","282,100.00","799,157.40","799,157.40","Consumer Discretionary","JP3899800001","Tokyo Stock Exchange","Japan","JPY"
"FIZZ","NATIONAL BEVERAGE CORP","Equity","0.02","48.63","16,430.00","798,990.90","798,990.90","Consumer Staples","US6350171061","NASDAQ","United States","USD"
"SBRE","SABRE INSURANCE PLC","Equity","0.02","3.51","227,438.00","797,877.24","797,877.24","Financials","GB00BYWVDP49","London Stock Exchange","United Kingdom","GBP"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","Equity","0.02","46.54","17,134.00","797,416.36","797,416.36","Real Estate","US65341D1028","New York Stock Exchange Inc.","United States","USD"
"WEB","WEBJET LTD","Equity","0.02","4.04","197,573.00","797,671.75","797,671.75","Consumer Discretionary","AU000000WEB7","Asx - All Markets","Australia","AUD"
"BEAM","BEAM THERAPEUTICS INC","Equity","0.02","80.60","9,885.00","796,731.00","796,731.00","Health Care","US07373V1052","NASDAQ","United States","USD"
"EVOP","EVO PAYMENTS INC CLASS A","Equity","0.02","28.69","27,753.00","796,233.57","796,233.57","Information Technology","US26927E1047","NASDAQ","United States","USD"
"IFCN","INFICON HOLDING AG","Equity","0.02","1,088.64","731.00","795,794.87","795,794.87","Information Technology","CH0011029946","SIX Swiss Exchange","Switzerland","CHF"
"ADUS","ADDUS HOMECARE CORP","Equity","0.02","106.51","7,472.00","795,842.72","795,842.72","Health Care","US0067391062","NASDAQ","United States","USD"
"CARA","CARA THERAPEUTICS INC","Equity","0.02","23.82","33,393.00","795,421.26","795,421.26","Health Care","US1407551092","NASDAQ","United States","USD"
"NOLA B","NOLATO CLASS B","Equity","0.02","89.42","8,882.00","794,251.01","794,251.01","Industrials","SE0000109811","Nasdaq Omx Nordic","Sweden","SEK"
"CENX","CENTURY ALUMINUM","Equity","0.02","16.16","49,151.00","794,280.16","794,280.16","Materials","US1564311082","NASDAQ","United States","USD"
"GNW","GENWORTH FINANCIAL A INC","Equity","0.02","3.48","228,174.00","794,045.52","794,045.52","Financials","US37247D1063","New York Stock Exchange Inc.","United States","USD"
"HLS","HEALIUS LTD","Equity","0.02","3.12","254,481.00","793,922.70","793,922.70","Health Care","AU0000033359","Asx - All Markets","Australia","AUD"
"CLW","CHARTER HALL LONG WALE REIT STAPLE","Equity","0.02","3.65","217,555.00","793,505.86","793,505.86","Real Estate","AU000000CLW0","Asx - All Markets","Australia","AUD"
"9375","KINTETSU WORLD EXPRESS INC","Equity","0.02","25.75","30,800.00","793,106.64","793,106.64","Industrials","JP3262900008","Tokyo Stock Exchange","Japan","JPY"
"NXGN","NEXTGEN HEALTHCARE INC","Equity","0.02","18.70","42,389.00","792,674.30","792,674.30","Health Care","US65343C1027","NASDAQ","United States","USD"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Equity","0.02","26.56","29,848.00","792,762.88","792,762.88","Industrials","US2927651040","New York Stock Exchange Inc.","United States","USD"
"RWT","REDWOOD TRUST REIT INC","Equity","0.02","10.55","75,081.00","792,104.55","792,104.55","Financials","US7580754023","New York Stock Exchange Inc.","United States","USD"
"SYBT","STOCK YARDS BANCORP INC","Equity","0.02","51.63","15,336.00","791,797.68","791,797.68","Financials","US8610251048","NASDAQ","United States","USD"
"DEQ","DEUTSCHE EUROSHOP AG","Equity","0.02","21.57","36,708.00","791,705.59","791,705.59","Real Estate","DE0007480204","Xetra","Germany","EUR"
"POST","OSTERREICHISCHE POST AG","Equity","0.02","44.54","17,743.00","790,261.47","790,261.47","Industrials","AT0000APOST4","Wiener Boerse Ag","Austria","EUR"
"3298","INVESCO OFFICE J-REIT REIT INC","Equity","0.02","183.87","4,296.00","789,885.14","789,885.14","Real Estate","JP3047760008","Tokyo Stock Exchange","Japan","JPY"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Equity","0.02","44.32","17,807.00","789,206.24","789,206.24","Consumer Discretionary","US2383371091","NASDAQ","United States","USD"
"AGYS","AGILISYS INC","Equity","0.02","50.48","15,626.00","788,800.48","788,800.48","Information Technology","US00847J1051","NASDAQ","United States","USD"
"WIRE","ENCORE WIRE CORP","Equity","0.02","69.10","11,410.00","788,431.00","788,431.00","Industrials","US2925621052","NASDAQ","United States","USD"
